"DESKTOP-VQ7MEB2","\Microsoft\Windows\PCRPF\PCR Prediction Framework Firmware Update Task","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","N/A","%windir%\system32\rundll32.exe %windir%\system32\pcrpf.dll,NotifyFirmwareUpdateStaged","N/A","N/A","有効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\PerformanceTrace\RequestTrace","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","COM ハンドラー","N/A","ホットキーWin+Shift+Ctrl+T処理してシェル パフォーマンス トレースを取得します","有効","無効","","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\PI\SecureBootEncodeUEFI","2026/01/01 12:00:00","準備完了","対話型/バックグラウンド","2025/07/24 8:33:26","-2147024894","N/A","%WINDIR%\system32\SecureBootEncodeUEFI.exe ","N/A","N/A","有効","無効","","SYSTEM","無効","00:00:10","スケジュール データをこの形式で使用することはできません。","システムの開始時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\PI\SecureBootEncodeUEFI","2026/01/01 12:00:00","準備完了","対話型/バックグラウンド","2025/07/24 8:33:26","-2147024894","N/A","%WINDIR%\system32\SecureBootEncodeUEFI.exe ","N/A","N/A","有効","無効","","SYSTEM","無効","00:00:10","スケジュール データをこの形式で使用することはできません。","システムの開始時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\PI\SecureBootEncodeUEFI","2026/01/01 12:00:00","準備完了","対話型/バックグラウンド","2025/07/24 8:33:26","-2147024894","N/A","%WINDIR%\system32\SecureBootEncodeUEFI.exe ","N/A","N/A","有効","無効","","SYSTEM","無効","00:00:10","スケジュール データをこの形式で使用することはできません。","毎月","12:00:00","2025/12/31","N/A","01, 15","毎月","無効","無効","無効","無効"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Plug and Play\Device Install Group Policy","N/A","準備完了","対話型/バックグラウンド","2025/04/02 23:00:12","0","Microsoft Corporation","COM ハンドラー","N/A","デバイス インストール グループ ポリシー変更ハンドラー","有効","無効","","SYSTEM","無効","24:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:08:35","0","Microsoft Corporation","COM ハンドラー","N/A","デバイスの設定を完了するために Windows の再起動が必要なことをユーザーに通知します。","有効","無効","","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:08:35","0","Microsoft Corporation","COM ハンドラー","N/A","デバイスの設定を完了するために Windows の再起動が必要なことをユーザーに通知します。","有効","無効","","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","ログオン時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","%SystemRoot%\System32\drvinst.exe 6","N/A","どのようなハードウェア構成でも起動可能にするようにシステムを準備するため、ドライバーの状態を汎用化します。","有効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem","N/A","準備完了","対話型/バックグラウンド","2025/07/25 19:47:05","0","Microsoft Corporation","COM ハンドラー","N/A","このタスクでは、システムを分析し、大量のエネルギー消費の原因になる可能性のある状況を探します。","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Printing\EduPrintProv","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","N/A","%windir%\system32\eduprintprov.exe ","N/A","N/A","有効","無効","","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Printing\PrinterCleanupTask","2025/08/02 12:00:00","準備完了","対話型/バックグラウンド","2025/07/03 12:00:01","0","N/A","COM ハンドラー","N/A","N/A","有効","無効","バッテリ モードで停止, バッテリで開始しない","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","毎日 ","12:00:00","2020/01/01","N/A","30 日ごと","N/A","無効","無効","無効","無効"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Printing\PrintJobCleanupTask","N/A","無効","対話型/バックグラウンド","2025/06/17 8:35:56","0","N/A","COM ハンドラー","N/A","N/A","無効","無効","バッテリ モードで停止, バッテリで開始しない","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","毎日 ","12:00:00","2021/01/01","N/A","7 日ごと","N/A","無効","無効","無効","無効"
